PhotonEnergy_meV,Total_manning_prefactor_0,Total_manning_prefactor_0_5,Total_manning_prefactor_1,Total_manning_prefactor_1_5,Total_manning_prefactor_2,Optical_manning_prefactor_0,Optical_manning_prefactor_0_5,Optical_manning_prefactor_1,Optical_manning_prefactor_1_5,Optical_manning_prefactor_2,Piezoelectric_manning_prefactor_0,Piezoelectric_manning_prefactor_0_5,Piezoelectric_manning_prefactor_1,Piezoelectric_manning_prefactor_1_5,Piezoelectric_manning_prefactor_2
48.37,3.61884843247276e-05,0.000114145385139763,0.000219412242372421,0.000274398630099177,0.000775807033108838,2.94763276185222e-05,5.37038441376007e-05,0.000113209996245646,0.000267816024554327,0.000772692734877344,6.71215670620535e-06,6.0441541002162e-05,0.000106202246126775,6.58260554484988e-06,3.114298231494e-06
48.38,3.62479531812102e-05,0.000113359442929639,0.00021771588625614,0.000274751348293484,0.000778190697937932,2.94990235921668e-05,5.37592467811502e-05,0.000113380657411628,0.000268190649389478,0.000775081430356133,6.74892958904343e-06,5.96001961484887e-05,0.000104335228844512,6.56069890400613e-06,3.10926758179892e-06
48.39,3.63077876451199e-05,0.000112595349328003,0.000216069188581799,0.000275106429269834,0.000780585536913179,2.95217537407605e-05,5.38147397103748e-05,0.000113551766111276,0.000268567519622987,0.000777481283267636,6.78603390435937e-06,5.8780609617628e-05,0.000102517422470523,6.53890964684646e-06,3.10425364554357e-06
48.4,3.63679919437327e-05,0.000111852748255914,0.000214470618074228,0.000275463868170364,0.000782991619212876,2.9544518105297e-05,5.38703231116141e-05,0.000113723324289692,0.000268946631243784,0.000779892362856112,6.82347383843569e-06,5.79824251442998e-05,0.000100747293784536,6.51723692657995e-06,3.09925635676394e-06
48.41,3.6428570372454e-05,0.000111131257639035,0.000212918526941118,0.00027582366029361,0.000785409014554077,2.95673167269236e-05,5.39259971717201e-05,0.000113895333905406,0.000269327980389473,0.000782314738904234,6.86125364553038e-06,5.72052604673147e-05,9.90231930357124e-05,6.49567990413701e-06,3.09427564984324e-06
48.42,3.64895272961675e-05,0.000110430405456301,0.000211411474528884,0.000276185801092672,0.000787837793197609,2.9590149646941e-05,5.39817620780578e-05,0.000114067796930509,0.000269711563344588,0.000784748481738099,6.89937764922651e-06,5.64486433782428e-05,9.73436775983746e-05,6.47423774808427e-06,3.08931145950971e-06
48.43,3.65508671506175e-05,0.000109749924550184,0.000209947713742079,0.000276550286173414,0.000790278025953146,2.96130169068037e-05,5.40376180185075e-05,0.000114240715350785,0.000270097376538874,0.000787193662232311,6.93785024381378e-06,5.57123065316763e-05,9.57069983912938e-05,6.45290963454081e-06,3.08436372083453e-06
48.44,3.66125944438224e-05,0.000109089419043201,0.000208526352405044,0.000276917111292707,0.000792729784184333,2.96359185481199e-05,5.40935651814662e-05,0.000114414091165844,0.000270485416545611,0.000789650351815103,6.97667589570249e-06,5.49958538617346e-05,9.41122612392001e-05,6.43169474709543e-06,3.07943236922965e-06
48.45,3.66747137575225e-05,0.000108448510947654,0.000207145478019741,0.000277286272356692,0.00079519313981397,2.96588546126515e-05,5.41496037558491e-05,0.000114587926389258,0.000270875680079967,0.000792118622473524,7.01585914487102e-06,5.42989071918047e-05,9.25575516304834e-05,6.41059227672498e-06,3.0745173404457e-06
48.46,3.6737229748662e-05,0.000107826712511343,0.00020580402973829,0.000277657765419091,0.000797668165329251,2.96818251423145e-05,5.42057339310912e-05,0.000114762223048698,0.000271268163997377,0.000794598546758681,7.05540460634754e-06,5.3620978580252e-05,9.10418066895917e-05,6.38960142171361e-06,3.06961857056991e-06
48.47,3.68001471509058e-05,0.00010722381285701,0.000204500706002578,0.000278031586679541,0.000800154933787063,2.97048301791788e-05,5.42619558971493e-05,0.000114936983186074,0.000271662865291967,0.000797090197791039,7.09531697172703e-06,5.29618569598604e-05,8.95637228165036e-05,6.36872138757328e-06,3.064735996024e-06
48.48,3.68634707761927e-05,0.000106639295861272,0.0002032340162868,0.000278407732481961,0.000802653518819339,2.97278697654682e-05,5.43182698445032e-05,0.000115112208857673,0.000272059781094996,0.000799593649265777,7.13560101072448e-06,5.23210260167684e-05,8.8121807429127e-05,6.34795138696513e-06,3.05986955356213e-06
48.49,3.69272055163262e-05,0.000106072927815404,0.000202003464587254,0.000278786199312957,0.000805163994638472,2.9750943943561e-05,5.43746759641572e-05,0.000115287902134304,0.000272458908673335,0.000802108975458203,7.1762615727652e-06,5.16982518512466e-05,8.67155624529506e-05,6.3272906396218e-06,3.05501918026885e-06
48.5,3.69913563446026e-05,0.00010552432373964,0.000200807311795214,0.000279166983800248,0.000807686436042789,2.97740527559894e-05,5.44311744476425e-05,0.000115464065101439,0.000272860245427977,0.000804636251229231,7.21730358861325e-06,5.10931492919973e-05,8.53432466937755e-05,6.30673837227091e-06,3.05018481355709e-06
48.51,3.70559283174794e-05,0.000104993003580328,0.000199644670820586,0.000279550082711132,0.000810220918422085,2.97971962454402e-05,5.44877654870181e-05,0.000115640699859363,0.000273263788892572,0.000807175552030919,7.25873207203914e-06,5.05052380933103e-05,8.40039709612235e-05,6.28629381855942e-06,3.04536639116609e-06
48.52,3.71209265762822e-05,0.000104478748624578,0.000198514559128994,0.000279935492950972,0.00081276751776322,2.98203744547546e-05,5.45444492748728e-05,0.000115817808523318,0.000273669536731993,0.000809726953912061,7.30055212152756e-06,4.99342993497051e-05,8.26967506056759e-05,6.26595621897886e-06,3.04056385115944e-06
48.53,3.71863563489548e-05,0.000103981099925872,0.000197415987909515,0.000280323211561724,0.000815326310655773,2.98435874269282e-05,5.46012260043266e-05,0.000115995393223654,0.000274077486740932,0.00081229053352385,7.34276892202651e-06,4.93798739215453e-05,8.14205946858604e-05,6.24572482079169e-06,3.0357771319231e-06
48.54,3.725222295185e-05,0.000103499792125906,0.000196347830567971,0.000280713235720478,0.000817897374297761,2.98668352051114e-05,5.46580958690327e-05,0.000116173456105981,0.00027448763684252,0.000814866368125597,7.38538774673865e-06,4.88416962568728e-05,8.01743744619896e-05,6.2255988779584e-06,3.03100617216335e-06
48.55,3.73185317915654e-05,0.000103034481276909,0.000195309504608116,0.000281105562738044,0.000820480786501426,2.98901178326091e-05,5.47150590631791e-05,0.000116351999331322,0.000274899985086978,0.000817454535590521,7.42841395895621e-06,4.83194222137301e-05,7.89575052767948e-05,6.20557765106566e-06,3.02625091090493e-06
48.56,3.73852883668218e-05,0.000102584721704388,0.000194299625850583,0.000281500190057549,0.00082307662569908,2.99134353528814e-05,5.47721157814901e-05,0.000116531025076265,0.000275314529650294,0.000820055114411591,7.4718530139404e-06,4.78126059228976e-05,7.77686007743177e-05,6.18566040725535e-06,3.02151128748901e-06
48.57,3.74524982703895e-05,0.000102150232971101,0.000193317715015029,0.000281897115253078,0.000825684970949017,2.99367878095429e-05,5.48292662192279e-05,0.000116710535533126,0.000275731268832923,0.000822668183707446,7.51571046084663e-06,4.73209667518729e-05,7.66071794819022e-05,6.16584642015441e-06,3.01678724157131e-06
48.58,3.75201671910601e-05,0.000101730777571774,0.000192362760861281,0.000282296336028325,0.000828305901941491,2.99601752463636e-05,5.48865105721947e-05,0.000116890532910105,0.00027615020105852,0.000825293823228371,7.55999194469655e-06,4.68442669995796e-05,7.54722279511756e-05,6.14613496980561e-06,3.01207871312016e-06
48.59,3.75883009156668e-05,0.000101325875331547,0.000191434085986281,0.000282697850215287,0.000830939499004764,2.99835977072684e-05,5.49438490367342e-05,0.000117071019431446,0.000276571324872688,0.000827932113362349,7.60470320839839e-06,4.6382026294813e-05,7.43630665548356e-05,6.12652534259925e-06,3.00738564241461e-06
48.6,3.76569053311542e-05,0.000100935394327185,0.000190530881571668,0.000283101655772968,0.000833585843111214,3.00070552363378e-05,5.50012818097332e-05,0.000117251997337602,0.000276994638941763,0.000830583135141171,7.64985009481642e-06,4.59341125174517e-05,7.32788842340668e-05,6.10701683120559e-06,3.00270797004249e-06
48.61,3.77259864266985e-05,0.000100558878693147,0.000189652420640103,0.000283507750786121,0.000836245015883521,3.00305478778073e-05,5.50588090886232e-05,0.000117433468885399,0.000277420142051613,0.000833246970246623,7.69543854889124e-06,4.55000696045234e-05,7.22189517547035e-05,6.08760873450821e-06,2.99804563689863e-06
48.62,3.77955502958798e-05,0.000100195976615777,0.000188797821505639,0.000283916133464009,0.000838917099600915,3.0054075676068e-05,5.51164310713826e-05,0.000117615436348208,0.000277847833106471,0.000835923701016732,7.74147461981177e-06,4.50795455443948e-05,7.1182385157431e-05,6.06830035753817e-06,2.99339858418288e-06
48.63,3.78656031389073e-05,9.98465261540911e-05,0.000187966645008993,0.000284326802139188,0.000841602177205495,3.00776386756668e-05,5.51741479565381e-05,0.000117797902016107,0.000278277711127779,0.000838613410452097,7.78796446324051e-06,4.4672378197553e-05,7.01687429928857e-05,6.04909101140897e-06,2.98876675339837e-06
48.64,3.79361512648994e-05,9.95101545063922e-05,0.00018715808192947,0.000284739755266323,0.000844300332308625,3.0101236921306e-05,5.52319599431663e-05,0.000117980868196058,0.000278709775253071,0.000841316182222276,7.83491434359338e-06,4.4278194563226e-05,6.91772137334118e-05,6.02998001325236e-06,2.98415008634957e-06
48.65,3.80072010942193e-05,9.91866061208305e-05,0.00018637146520791,0.000285154991421018,0.000847011649197394,3.01248704578441e-05,5.52898672308956e-05,0.000118164337212079,0.000279144024734864,0.000844032100672254,7.88233063637525e-06,4.38967388899349e-05,6.82071279958308e-05,6.01096668615487e-06,2.97954852514057e-06
48.66,3.80787591608682e-05,9.88755488911185e-05,0.000185606371404658,0.000285572509298676,0.000849736212841155,3.01485393302952e-05,5.53478700199082e-05,0.000118348311405423,0.000279580458939581,0.000846761250828982,7.930219830573e-06,4.35276788712103e-05,6.72580599992353e-05,5.99205035909522e-06,2.97496201217317e-06
48.67,3.81508321149369e-05,9.85766747873448e-05,0.000184862001580835,0.000285992307713376,0.000852474108898134,3.01722435838297e-05,5.54059685109413e-05,0.000118532793134751,0.000280019077346493,0.000849503718407989,7.9785885311072e-06,4.31707062764034e-05,6.63292084460841e-05,5.9732303668824e-06,2.97039049014517e-06
48.68,3.82234267251182e-05,9.82898123378007e-05,0.000184137746122856,0.00028641438559678,0.000855225423722119,3.01959832637742e-05,5.54641629052895e-05,0.000118717784776318,0.000280459879546686,0.00085225958982007,8.02744346134402e-06,4.28256494325112e-05,6.54199613465374e-05,5.95450605009461e-06,2.96583390204852e-06
48.69,3.82965498812808e-05,9.80146458481399e-05,0.000183433497155181,0.000286838741997057,0.000857990244369216,3.02197584156115e-05,5.55224534048059e-05,0.000118903288724153,0.000280902865242038,0.000855028952178049,8.07679146566924e-06,4.24921924433341e-05,6.45302084310282e-05,5.93587675501882e-06,2.96129219116758e-06
48.7,3.83702085971066e-05,9.77508877530652e-05,0.000182748179000736,0.000287265376077827,0.000860768658604693,3.02435690849811e-05,5.55808402119043e-05,0.000119089307390246,0.000281348034244236,0.000857811893303616,8.12663951212543e-06,4.21700475411608e-05,6.36588716104897e-05,5.91734183359125e-06,2.95676530107736e-06
48.71,3.84444100127936e-05,9.74982516764804e-05,0.000182081453808827,0.000287694287117132,0.000863560754909891,3.02674153176789e-05,5.56393235295611e-05,0.000119275843204735,0.000281795386473794,0.00086060850173425,8.1769946951147e-06,4.18589281469193e-05,6.2805610604092e-05,5.89890064333836e-06,2.95225317564176e-06
48.72,3.8519161397826e-05,9.72565994552342e-05,0.000181432964079542,0.000288125474506425,0.000866366622489223,3.02912971596575e-05,5.56979035613166e-05,0.000119462898616096,0.000282244921959107,0.000863418866730211,8.22786423816846e-06,4.15586958939176e-05,6.19700654634466e-05,5.88055254731878e-06,2.94775575901186e-06
48.73,3.85944701538129e-05,9.70255780827088e-05,0.000180801808803898,0.000288558937749578,0.000869186351277245,3.03152146570266e-05,5.57565805112771e-05,0.000119650476091337,0.000282696640835513,0.000866243078281621,8.27925549678635e-06,4.12689975714317e-05,6.11513327125609e-05,5.8622969140658e-06,2.94327299562416e-06
48.74,3.8670343817399e-05,9.68050067150282e-05,0.000180188187820035,0.000288994676461914,0.000872020031945815,3.03391678560525e-05,5.58153545841169e-05,0.000119838578116192,0.000283150543344383,0.000869081227115616,8.33117596134652e-06,4.09896521309112e-05,6.0349609703843e-05,5.84413311753056e-06,2.93880483019892e-06
48.75,3.87467900632486e-05,9.65947134419272e-05,0.000179591086752572,0.000289432690369255,0.000874867755911327,3.0363156803159e-05,5.58742259850797e-05,0.000120027207195322,0.000283606629832229,0.000871933404703589,8.3836332600896e-06,4.07204874568475e-05,5.95638795572501e-05,5.82606053702602e-06,2.93435120773841e-06
48.76,3.88238167071059e-05,9.63943043193411e-05,0.000179010360697756,0.000289872979306996,0.000877729615342035,3.03871815449271e-05,5.59331949199806e-05,0.000120216365852509,0.000284064900749825,0.000874799703268509,8.43663516217873e-06,4.04611093993605e-05,5.87939948452472e-05,5.80807855717157e-06,2.92991207352527e-06
48.77,3.89014317089338e-05,9.62037260224108e-05,0.000178445443966693,0.000290315543219189,0.000880605703165454,3.04112421280951e-05,5.59922615952079e-05,0.000120406056630865,0.000284525356651351,0.000877680215792333,8.49018958083872e-06,4.02114644272029e-05,5.8039387335828e-05,5.79018656783827e-06,2.92548737312081e-06
48.78,3.89796431761357e-05,9.6022680188279e-05,0.000177896108083786,0.000290760382157656,0.000883496113075854,3.04353385995588e-05,5.6051426217725e-05,0.000120596282093037,0.000284987998193561,0.000880575036023491,8.54430457657687e-06,3.9971253970554e-05,5.72998259907486e-05,5.77238396409476e-06,2.92107705236336e-06
48.79,3.90584593668612e-05,9.5851007638174e-05,0.000177361783230554,0.000291207496281111,0.000886400939541832,3.0459471006372e-05,5.61106889950722e-05,0.000120787044821413,0.000285452826134957,0.000883484258484466,8.59898836048912e-06,3.97403186431018e-05,5.65747384091414e-05,5.75467014615391e-06,2.91668105736662e-06
48.8,3.91378886934006e-05,9.56885090645361e-05,0.000176842250721962,0.000291656885854309,0.000889320277813979,3.04836393957461e-05,5.61700501353685e-05,0.000120978347418333,0.000285919841334989,0.000886407978479461,8.65424929765454e-06,3.95184589291675e-05,5.58639033036289e-05,5.73704451931996e-06,2.91229933451801e-06
48.81,3.92179397256727e-05,9.55349126510828e-05,0.000176336872890992,0.000292108551247211,0.000892254223932628,3.05078438150505e-05,5.62295098473136e-05,0.000121170192506309,0.000286389044753274,0.000889346292102151,8.71009591062218e-06,3.93054028037693e-05,5.51666803846833e-05,5.71950649393646e-06,2.90793183047707e-06
48.82,3.92986211948067e-05,9.53900835897483e-05,0.000175845485112631,0.000292562492934159,0.000895202874735701,3.05320843118129e-05,5.62890683401893e-05,0.000121362582728232,0.000286860437448824,0.000892299296243527,8.76653688299383e-06,3.9101015249559e-05,5.44829023843986e-05,5.7020554853347e-06,2.90357849217381e-06
48.83,3.93799419968262e-05,9.52538952428392e-05,0.000175367961918222,0.000293018711493082,0.00089816632786664,3.05563609337192e-05,5.63487258238622e-05,0.000121555520747602,0.000287334020579299,0.000895267088599833,8.82358106310707e-06,3.8905169418977e-05,5.38124411706201e-05,5.68469091378282e-06,2.89923926680714e-06
48.84,3.94619111964362e-05,9.51260729410456e-05,0.00017490340210418,0.000293477207604706,0.000901144681782428,3.05806737286137e-05,5.64084825087846e-05,0.000121749009248743,0.00028780979540027,0.000898249767680585,8.88123746782249e-06,3.8717590432261e-05,5.31543928554369e-05,5.66741220443551e-06,2.89491410184325e-06
48.85,3.95445380309191e-05,9.50065855974005e-05,0.000174452123746654,0.000293937982051792,0.000904138035761716,3.06050227444995e-05,5.64683386059974e-05,0.000121943050937033,0.000288287763264507,0.000901247432816702,8.93951528641964e-06,3.85382469914032e-05,5.25090728096212e-05,5.65021878728435e-06,2.89060294501407e-06
48.86,3.96278319141443e-05,9.48951690042471e-05,0.000174013292112522,0.000294401035718383,0.000907146489913028,3.06294080295383e-05,5.65282943271309e-05,0.000122137648539131,0.000288767925621274,0.000904260184168712,8.99842388460601e-06,3.83668746771162e-05,5.18756435733908e-05,5.63311009710867e-06,2.88630574431564e-06
48.87,3.9711802440694e-05,9.47915922475304e-05,0.000173586828084544,0.000294866369589072,0.000910170145183073,3.06538296320507e-05,5.65883498844076e-05,0.00012233280480321,0.000289250284015645,0.000907288122735066,9.05797280864324e-06,3.82032423631228e-05,5.12540232813343e-05,5.61608557342706e-06,2.8820224480066e-06
48.88,3.9796459390112e-05,9.46958813133329e-05,0.000173172558713093,0.000295333984748283,0.000913209103365154,3.06782876005167e-05,5.66485054906438e-05,0.00012252852249919,0.000289734840087833,0.000910331350360547,9.11817178959529e-06,3.80473758226891e-05,5.06440362139029e-05,5.5991446604494e-06,2.87775300460663e-06
48.89,3.98818127312776e-05,9.46077770367711e-05,0.000172770115247911,0.00029580388237957,0.000916263467107668,3.07027819835751e-05,5.67087613592511e-05,0.000122724804418977,0.000290221595572541,0.000913389969744773,9.17903074770244e-06,3.789901567752e-05,5.00453108289336e-05,5.5822868070295e-06,2.87349736289492e-06
48.9,3.99678726269102e-05,9.45272289361075e-05,0.000172378927782768,0.000296276063764934,0.000919333339922715,3.07273128300246e-05,5.67691177042392e-05,0.000122921653376707,0.000290710552298316,0.000916464084450807,9.24055979688561e-06,3.77581112318683e-05,4.94572744060613e-05,5.56551146661829e-06,2.86925547190861e-06
48.91,4.00546494382081e-05,9.44539904130167e-05,0.000171999326915079,0.000296750530284148,0.0009224188261948,3.0751880188823e-05,5.68295747402168e-05,0.000123119072208984,0.00029120171218693,0.000919553798913858,9.30276924938503e-06,3.76244156727998e-05,4.88802547060945e-05,5.54881809721757e-06,2.86502728094131e-06
48.92,4.01421537296253e-05,9.43879752297883e-05,0.000171630414560066,0.000297227283414104,0.000925520031189641,3.07764841090883e-05,5.68901326823945e-05,0.000123317063775137,0.00029169507725277,0.0009226592184501,9.36566962053696e-06,3.74978425473938e-05,4.83133507849289e-05,5.53220616133423e-06,2.8608127395416e-06
48.93,4.02303962737912e-05,9.43290564298918e-05,0.000171272240205612,0.000297706324728175,0.000928637061063086,3.08011246400982e-05,5.6950791746586e-05,0.000123515630957461,0.00029219064960224,0.000925780449265574,9.42927163369299e-06,3.73782646833058e-05,4.77566092481508e-05,5.51567512593515e-06,2.8566117975115e-06
48.94,4.03193880565754e-05,9.42772310804963e-05,0.000170924837566956,0.000298187655895588,0.000931770022870123,3.08258018312904e-05,5.70115521492105e-05,0.000123714776661481,0.000292688431433186,0.000928917598465218,9.49358622528506e-06,3.72656789312858e-05,4.72100609054753e-05,5.4992244624025e-06,2.85242440490502e-06
48.95,4.04091402823037e-05,9.42322554810086e-05,0.000170587536439986,0.000298671278680812,0.000934919024574011,3.08505157322631e-05,5.70724141072944e-05,0.000123914503816204,0.000293188425034323,0.000932070774061984,9.55862455004062e-06,3.71598413737142e-05,4.6673032623782e-05,5.48285364648964e-06,2.84825051202668e-06
48.96,4.04996643791264e-05,9.41940034407866e-05,0.000170260299323945,0.000299157194942965,0.000938084175055505,3.08752663927749e-05,5.71333778384735e-05,0.000124114815374383,0.000293690632784687,0.000935240084986075,9.62439798635149e-06,3.70606256023131e-05,4.6145483949562e-05,5.46656215827746e-06,2.84409006943001e-06
48.97,4.05909720045455e-05,9.4162480884073e-05,0.000169942785477701,0.000299645406635228,0.000941265584122206,3.09000538627449e-05,5.71944435609945e-05,0.000124315714312783,0.000294195057153096,0.00093842564109429,9.69091814180063e-06,3.69680373230785e-05,4.56270711649178e-05,5.45034948213137e-06,2.83994302791616e-06
48.98,4.0683075051104e-05,9.41375059105925e-05,0.000169634808721206,0.00030013591580428,0.000944463362518004,3.09248781922532e-05,5.72556114937179e-05,0.00012451720363245,0.000294701700697622,0.000941627553179472,9.75819685885082e-06,3.68818944168747e-05,4.51176050887565e-05,5.4342151066586e-06,2.83580933853242e-06
48.99,4.07759856522402e-05,9.41190400452204e-05,0.00016933642320712,0.000300628724589743,0.000947677621932653,3.09497394315406e-05,5.73168818561188e-05,0.000124719286358978,0.000295210566065077,0.000944845932980082,9.82624622069959e-06,3.68021581891015e-05,4.46171368481419e-05,5.41815852466614e-06,2.83168895257077e-06
49,4.08697161883147e-05,9.41069893331088e-05,0.000169047127666567,0.000301123835223639,0.000950908475011441,3.09746376310095e-05,5.737825486829e-05,0.000124921965542797,0.00029572165599052,0.000948080893189875,9.89507855730521e-06,3.67287344648188e-05,4.41251621237708e-05,5.40217923311919e-06,2.82758182156652e-06
49.01,4.09642792928114e-05,9.41012023011838e-05,0.000168766696284695,0.000301621250029865,0.000954156035364994,3.09995728412233e-05,5.74397307509433e-05,0.00012512524425944,0.000296234973296765,0.000951332547467697,9.96470645158806e-06,3.66614715502406e-05,4.36414520252553e-05,5.3862767330999e-06,2.82348789729683e-06
49.02,4.10596878587202e-05,9.41017290284858e-05,0.000168495238808259,0.000302120971423676,0.000957420417579183,3.1024545112907e-05,5.75013097254115e-05,0.000125329125609838,0.000296750520893909,0.000954601010447404,1.00351427458132e-05,3.66004193030742e-05,4.31661131984215e-05,5.37045052976682e-06,2.81940713177932e-06
49.03,4.11559550451061e-05,9.41083213135283e-05,0.00016823237607175,0.000302623001911185,0.000960701737225155,3.10495544969476e-05,5.75629920136512e-05,0.000125533612720601,0.000297268301778871,0.000957886397747884,1.01064005481585e-05,3.65453292998771e-05,4.26987633511493e-05,5.35470013231466e-06,2.81533947727074e-06
49.04,4.12530942838691e-05,9.41210957238353e-05,0.000167977873808397,0.000303127344088876,0.000964000110869488,3.10746010443936e-05,5.76247778382438e-05,0.000125738708744314,0.000297788319034941,0.000961188825983223,1.01784932394756e-05,3.64963178855915e-05,4.22391650640836e-05,5.33902505393462e-06,2.81128488626548e-06
49.05,4.13511192867035e-05,9.41399182755987e-05,0.000167731795906165,0.000303634000643122,0.000967315656084462,3.10996848064559e-05,5.76866674223981e-05,0.000125944416859831,0.000298310575831346,0.000964508412772967,1.02514344802476e-05,3.64532508532005e-05,4.17873790463339e-05,5.32342481177505e-06,2.8072433114943e-06
49.06,4.14500440522595e-05,9.4164628474485e-05,0.000167493665548344,0.000304142974349728,0.000970648491458457,3.11248058345078e-05,5.77486609899525e-05,0.000126150740272577,0.000298835075422825,0.000967845276752534,1.03252382177518e-05,3.64159674845325e-05,4.13429252757675e-05,5.30789892690271e-06,2.80321470592289e-06
49.07,4.15498828735177e-05,9.41952562625465e-05,0.000167263558475613,0.000304654268073476,0.000973998736606479,3.11499641800848e-05,5.78107587653765e-05,0.00012635768221485,0.000299361821149212,0.000971199537583728,1.0399918693433e-05,3.638449749717e-05,4.09058762607623e-05,5.29244692426437e-06,2.79919902275057e-06
49.08,4.16506503453795e-05,9.42318007341544e-05,0.000167041195211566,0.000305167884767687,0.000977366512180805,3.11751598948853e-05,5.78729609737734e-05,0.000126565245946134,0.000299890816435038,0.000974571315965396,1.04754904504942e-05,3.6358839760381e-05,4.04759492654319e-05,5.27706833264889e-06,2.79519621540888e-06
49.09,4.17523613724833e-05,9.42741494137234e-05,0.000166826373617712,0.000305683827473792,0.000980751939881769,3.12003930307707e-05,5.79352678408817e-05,0.000126773434753408,0.000300422064789142,0.000977960733644208,1.05519683417127e-05,3.63388815728417e-05,4.0052938864304e-05,5.26176268464972e-06,2.79120623756032e-06
49.1,4.18550311772535e-05,9.43222554941138e-05,0.000166619111920774,0.000306202099320917,0.000984155142468665,3.12256636397652e-05,5.79976795930777e-05,0.000126982251951464,0.000300955569804289,0.000981367913425568,1.06293675374883e-05,3.63245759010361e-05,3.963685996931e-05,5.24652951662786e-06,2.78722904309695e-06
49.11,4.19586753081891e-05,9.43760917302446e-05,0.000166419162879981,0.000306722703525478,0.000987576243770797,3.12509717740566e-05,5.80601964573776e-05,0.000127191700883233,0.000301491335156803,0.000984792979184658,1.07077035341325e-05,3.6315895272867e-05,3.92274619967478e-05,5.23136836867517e-06,2.78326458613913e-06
49.12,4.20633096484018e-05,9.44355939878372e-05,0.000166226393422676,0.000307245643390792,0.000991015368698652,3.12763174859961e-05,5.8122818661439e-05,0.000127401784920106,0.000302029364606214,0.000988236055877618,1.07869921624057e-05,3.63127753263982e-05,3.88246085025697e-05,5.2162787845782e-06,2.77931282103418e-06
49.13,4.21689504244109e-05,9.45007824352901e-05,0.000166040642902887,0.000307770922306691,0.000994472643255213,3.13017008280986e-05,5.81855464335637e-05,0.00012761250746227,0.000302569661994909,0.000991697269552858,1.08672495963124e-05,3.63152360017264e-05,3.84281354406164e-05,5.20126031178235e-06,2.77537370235509e-06
49.14,4.22756142152055e-05,9.45715975682235e-05,0.000165861913599244,0.000308298543749155,0.000997948194547415,3.1327121853043e-05,5.82483800026994e-05,0.000127823871939041,0.000303112231247798,0.000995176747362516,1.09484923621625e-05,3.63232175655241e-05,3.80380416602023e-05,5.18631250135646e-06,2.77144718489922e-06
49.15,4.23833179615813e-05,9.46480466171569e-05,0.000165689890704603,0.000308828511279949,0.00100144215079773,3.13525806136722e-05,5.8311319598442e-05,0.000128035881809206,0.000303657076371991,0.000998674617574043,1.10307373479091e-05,3.63367270187149e-05,3.76540088953971e-05,5.1714349079578e-06,2.767533223687e-06
49.16,4.24920789757652e-05,9.47300246371825e-05,0.000165524513472846,0.000309360828546281,0.00100495464135591,3.13780771629937e-05,5.83743654510377e-05,0.000128248540561368,0.000304204201456483,0.00100219100958195,1.11140018127715e-05,3.63556591861448e-05,3.72759729114782e-05,5.15662708979751e-06,2.76363177396073e-06
49.17,4.26019149513353e-05,9.48175615609299e-05,0.000165365704403009,0.000309895499280457,0.00100848579671086,3.14036115541793e-05,5.8437517791385e-05,0.000128461851714298,0.00030475361067185,0.00100572605391967,1.1198303397156e-05,3.63800437695449e-05,3.69038526887115e-05,5.1418886086063e-06,2.75974279118323e-06
49.18,4.27128439734492e-05,9.49106358969461e-05,0.000165213243552984,0.000310432527299559,0.00101203574850265,3.14291838405658e-05,5.8500776851037e-05,0.000128675818817287,0.000305305308269959,0.00100927988227162,1.12836601328834e-05,3.64098590459091e-05,3.65374247356967e-05,5.1272190296007e-06,2.75586623103661e-06
49.19,4.2824884529392e-05,9.50093114823005e-05,0.000165067187962863,0.000310971916505128,0.00101560462953473,3.14547940756548e-05,5.85641428622035e-05,0.000128890445450512,0.000305859298583679,0.00101285262748531,1.13700904537371e-05,3.6445168620097e-05,3.61767425123511e-05,5.11261792144954e-06,2.75200204942106e-06
49.2,4.29380555194559e-05,9.51134687824762e-05,0.000164927212849301,0.000311513670882856,0.00101919257378619,3.14804423131133e-05,5.86276160577533e-05,0.000129105735225397,0.000306415586026615,0.00101644442358374,1.14576132063426e-05,3.64858527247229e-05,3.58214776239042e-05,5.09808485624091e-06,2.74815020245355e-06
49.21,4.30523762681652e-05,9.5223134534774e-05,0.000164793380119903,0.000312057794502289,0.00102279971642429,3.15061286067737e-05,5.8691196671216e-05,0.000129321691784987,0.000306974175092839,0.00102005540577782,1.15462476613915e-05,3.6531937863558e-05,3.54716883349158e-05,5.08361940944947e-06,2.74431064646667e-06
49.22,4.31678665358585e-05,9.53383565650365e-05,0.000164665458327506,0.000312604291516544,0.00102642619381705,3.15318530106338e-05,5.87548849367847e-05,0.000129538318804324,0.00030753507035664,0.00102368571047905,1.16360135252247e-05,3.65834716282519e-05,3.51271395231811e-05,5.06922115990405e-06,2.74048333800732e-06
49.23,4.3284546530645e-05,9.54590514930272e-05,0.000164543429274775,0.000313153166162033,0.00103007214354608,3.15576155788578e-05,5.88186810893176e-05,0.000129755619990829,0.000308098276472277,0.00102733547531224,1.17269309517872e-05,3.66403704037097e-05,3.47878092839457e-05,5.05488968975574e-06,2.73666823383557e-06
49.24,4.3402436920746e-05,9.55853289413497e-05,0.000164427198826688,0.000313704422758192,0.00103373770441946,3.15834163657755e-05,5.88825853643407e-05,0.000129973599084688,0.000308663798173746,0.00103100483912854,1.18190205549705e-05,3.67027435770089e-05,3.44535997420001e-05,5.04062458444623e-06,2.73286529092343e-06
