PhotonEnergy_meV,Total_manning_prefactor_0,Total_manning_prefactor_0_5,Total_manning_prefactor_1,Total_manning_prefactor_1_5,Total_manning_prefactor_2,Optical_manning_prefactor_0,Optical_manning_prefactor_0_5,Optical_manning_prefactor_1,Optical_manning_prefactor_1_5,Optical_manning_prefactor_2,Piezoelectric_manning_prefactor_0,Piezoelectric_manning_prefactor_0_5,Piezoelectric_manning_prefactor_1,Piezoelectric_manning_prefactor_1_5,Piezoelectric_manning_prefactor_2
31.78,1.93853600966284e-05,0.000341103665505002,3.31503885859641e-05,4.45835994355702e-05,9.04769535679149e-05,1.90915553554866e-05,0.000340540251523898,3.19269591613542e-05,4.11781180929556e-05,7.08950187215146e-05,2.93804741141808e-07,5.6341398110412e-07,1.22342942460991e-06,3.40548134261455e-06,1.95819348464003e-05
31.79,1.94366357239305e-05,0.000333808331476207,3.31350644901295e-05,4.46153838561496e-05,9.06934659122843e-05,1.91425645521514e-05,0.000333244264900418,3.19096835466645e-05,4.12010932626612e-05,7.09776405457964e-05,2.94071171779155e-07,5.6406657578942e-07,1.225380943465e-06,3.41429059348839e-06,1.97158253664879e-05
31.8,1.94882604045944e-05,0.000326724466550952,3.31199512000868e-05,4.46472124235349e-05,9.09115462099004e-05,1.91939224355836e-05,0.000326159746226148,3.18926139232556e-05,4.12241234398767e-05,7.10605170134755e-05,2.94337969010792e-07,5.64720324804599e-07,1.22733727683126e-06,3.4230889836582e-06,1.98510291964249e-05
31.81,1.95402375822043e-05,0.000319845545692552,3.31050472603383e-05,4.46791690020922e-05,9.11319376978067e-05,1.92456324486873e-05,0.000319280170461632,3.18757488193468e-05,4.12472085951209e-05,7.11436495432047e-05,2.9460513351695e-07,5.65375230919476e-07,1.22929844099142e-06,3.43196040697129e-06,1.99882881546021e-05
31.82,1.95925707431594e-05,0.000313165191882412,3.30903512299678e-05,4.47111978427389e-05,9.13537474457745e-05,1.92976980771799e-05,0.0003125991605855,3.18590867776691e-05,4.12703486995107e-05,7.12270395659029e-05,2.94872665979454e-07,5.66031296912314e-07,1.23126445229872e-06,3.44084914322826e-06,2.01267078798716e-05
31.83,1.96452634173128e-05,0.000306677181386726,3.30758616824739e-05,4.47432607282355e-05,9.15773934844946e-05,1.9350122850231e-05,0.000306110492861156,3.18426263552966e-05,4.12935437247579e-05,7.13106885248855e-05,2.9514056708173e-07,5.66688525569851e-07,1.2332353271773e-06,3.44971700347761e-06,2.02667049596091e-05
31.84,1.96983191786208e-05,0.000300375447624307,3.3061577205604e-05,4.47754904519081e-05,9.18031594921268e-05,1.9402910341112e-05,0.000299808100704619,3.18263661234815e-05,4.13167936431673e-05,7.13945978759943e-05,2.95408837508808e-07,5.67346919687327e-07,1.23521108212253e-06,3.45869680874083e-06,2.04085616161325e-05
31.85,1.97517416458047e-05,0.000294254083811666,3.30474964011913e-05,4.48077906814203e-05,9.20305412235496e-05,1.94560641678574e-05,0.000293686077329598,3.18103046674899e-05,4.13400984276335e-05,7.14787690877311e-05,2.95677477947327e-07,5.68006482068523e-07,1.23719173370142e-06,3.46769225378683e-06,2.05517721358185e-05
31.86,1.98055344830229e-05,0.000288307344543394,3.30336178849941e-05,4.48402272936489e-05,9.22599228348831e-05,1.95095879939373e-05,0.000287738677327868,3.17944405864411e-05,4.1363458051639e-05,7.15632036413917e-05,2.95946489085538e-07,5.68667215525788e-07,1.239177298553e-06,3.47676924200986e-06,2.06967191934914e-05
31.87,1.98597014005556e-05,0.000282529646449342,3.30199402865368e-05,4.48726813827215e-05,9.24914278959398e-05,1.95634855289423e-05,0.000281960317326462,3.17787724931481e-05,4.13868724892513e-05,7.1647903031202e-05,2.96215871613311e-07,5.69329122880072e-07,1.2411677933887e-06,3.48580889347023e-06,2.08435248647378e-05
31.88,1.99142461555014e-05,0.000276915568055049,3.30064622489536e-05,4.49052246102934e-05,9.27246376441726e-05,1.96177605292793e-05,0.000276345575848088,3.17632990139608e-05,4.14103417151204e-05,7.17328687644555e-05,2.96485626222139e-07,5.69992206960956e-07,1.24316323499273e-06,3.49488289517307e-06,2.09917688797172e-05
31.89,1.99691725524859e-05,0.000271459848958138,3.29931824288335e-05,4.49378456421869e-05,9.29600676918296e-05,1.96724167988807e-05,0.000270889192487532,3.1748018788611e-05,4.14338657044766e-05,7.18181023616532e-05,2.96755753605143e-07,5.70656470606689e-07,1.24516364022247e-06,3.50397993771029e-06,2.11419653301764e-05
31.9,2.00244844443827e-05,0.000266157388420993,3.29800994960684e-05,4.49706595966799e-05,9.31974796716724e-05,1.97274581899257e-05,0.000265586066504328,3.17329304700595e-05,4.14574444331278e-05,7.19036053566445e-05,2.97026254457073e-07,5.71321916664215e-07,1.24716902600887e-06,3.5132151635521e-06,2.12938743150278e-05
31.91,2.0080185733048e-05,0.000261003243468749,3.29672121337024e-05,4.5003490129087e-05,9.34368597492556e-05,1.97828886035737e-05,0.00026043125492076,3.17180327243455e-05,4.14810778774575e-05,7.19893792967707e-05,2.9729712947432e-07,5.71988547989211e-07,1.24917940935683e-06,3.52241225162958e-06,2.14474804524849e-05
31.92,2.0136280370067e-05,0.000255992626571526,3.29545190377832e-05,4.50364020568183e-05,9.36784735212841e-05,1.98387119907121e-05,0.00025541997020408,3.17033242304376e-05,4.15047660144217e-05,7.20754257430092e-05,2.97568379354911e-07,5.72656367446113e-07,1.2511948073456e-06,3.53163604239661e-06,2.16030477782749e-05
31.93,2.01927723575144e-05,0.000251120902980637,3.29420189172162e-05,4.506946248726e-05,9.39221503061523e-05,1.98949323527158e-05,0.000250547577602729,3.1688803680087e-05,4.15285088215474e-05,7.21617462701208e-05,2.97840004798524e-07,5.73325377908155e-07,1.25321523712918e-06,3.54095366571265e-06,2.17604040360315e-05
31.94,2.02496657487282e-05,0.000246383587780305,3.29297104936195e-05,4.51025351255125e-05,9.41678820171318e-05,1.99515537422217e-05,0.000245809592198047,3.16744697776828e-05,4.15523062769294e-05,7.22483424667979e-05,2.98112006506484e-07,5.73995582257396e-07,1.25524071593673e-06,3.55022884858308e-06,2.19195395503339e-05
31.95,2.03069646490974e-05,0.000241776342709037,3.29175925011818e-05,4.5135785253575e-05,9.44160759320216e-05,2.00085802639156e-05,0.000241201675725652,3.16603212401089e-05,4.15761583592288e-05,7.23352159358151e-05,2.98384385181773e-07,5.7466698338476e-07,1.25727126107295e-06,3.55962689434611e-06,2.20808599962066e-05
31.96,2.03646732168636e-05,0.000237294972798174,3.29056636865213e-05,4.51691034132962e-05,9.46662133581858e-05,2.00660160753346e-05,0.000236719633213984,3.16463567966028e-05,4.16000650476701e-05,7.24223682941813e-05,2.98657141529033e-07,5.75339584190063e-07,1.25930688991849e-06,3.56903836562606e-06,2.22438450640045e-05
31.97,2.04227956639374e-05,0.000232935422869224,3.28939228085472e-05,4.52024875788301e-05,9.49187481713562e-05,2.01238653876829e-05,0.000232359409481642,3.16325751886168e-05,4.16240263220391e-05,7.25098011732946e-05,2.98930276254571e-07,5.76013387582049e-07,1.2613476199304e-06,3.57846125679101e-06,2.24089469980617e-05
31.98,2.04813362567288e-05,0.000228693773926295,3.28823686383225e-05,4.52359738741653e-05,9.51736636117693e-05,2.01821324666625e-05,0.000228117085529816,3.161897516968e-05,4.16480421626807e-05,7.25975162190979e-05,2.99203790066364e-07,5.76688396478425e-07,1.26339346864246e-06,3.5879317114846e-06,2.25761473926714e-05
31.99,2.05402993169932e-05,0.000224566239475237,3.28709999589289e-05,4.52695283990589e-05,9.54306752925443e-05,2.02408216333191e-05,0.000223988874861431,3.16055555052632e-05,4.16721125504967e-05,7.26855150922378e-05,2.99477683674061e-07,5.77364613805888e-07,1.26544445366569e-06,3.59741584856221e-06,2.27451602003065e-05
32,2.05996892226925e-05,0.000220549161796884,3.28598155653337e-05,4.53032010967305e-05,9.56902235270737e-05,2.02999372649035e-05,0.000219971119754383,3.1592314972645e-05,4.16962374669434e-05,7.27737994682243e-05,2.99751957788993e-07,5.78042042500168e-07,1.26750059268867e-06,3.60696362978713e-06,2.29164240588493e-05
32.01,2.06595104088718e-05,0.000216639008198075,3.28488142642576e-05,4.53370497271678e-05,9.59522141628961e-05,2.03594837957476e-05,0.000216060287512569,3.15792523607795e-05,4.17204168940296e-05,7.2862371037594e-05,3.00026613124174e-07,5.78720685506057e-07,1.26956190347805e-06,3.6166328331382e-06,2.30898431253021e-05
32.02,2.07197673685518e-05,0.00021283236726081,3.28379948740451e-05,4.53708772379326e-05,9.62166067323533e-05,2.04194657181575e-05,0.000212252966715033,3.15663664701663e-05,4.17446508143144e-05,7.29512315060736e-05,3.00301650394307e-07,5.79400545777442e-07,1.27162840387889e-06,3.6262264236182e-06,2.32653752262797e-05
32.03,2.07804646536381e-05,0.000209125945106957,3.28273562245366e-05,4.54047887727523e-05,9.64834315698519e-05,2.04798875833223e-05,0.00020854586348068,3.15536561127214e-05,4.1768939210905e-05,7.30403825947474e-05,3.00577070315789e-07,5.80081626277343e-07,1.27370011181515e-06,3.63584956184731e-06,2.34430489751046e-05
32.04,2.08416068758462e-05,0.000205516561693328,3.2816897156941e-05,4.5438873738078e-05,9.67528950518266e-05,2.05407540022395e-05,0.00020493579776335,3.15411201116509e-05,4.17932820674544e-05,7.31298260402254e-05,3.00852873606715e-07,5.80763929977941e-07,1.27577704529006e-06,3.64559167062361e-06,2.36230690116012e-05
32.05,2.09031987076442e-05,0.000202001147149659,3.28066165237116e-05,4.54730049989562e-05,9.70245385881285e-05,2.06020696466573e-05,0.000201419699689798,3.1528757301325e-05,4.18176793681597e-05,7.32195635948148e-05,3.01129060986883e-07,5.81447459860621e-07,1.27785922238659e-06,3.65532563079646e-06,2.38049749933137e-05
32.06,2.09652448832125e-05,0.000198576738169984,3.27965131884227e-05,4.55073160988831e-05,9.72994390553346e-05,2.06638392500347e-05,0.000197994605951068,3.15165665271548e-05,4.18421310977597e-05,7.33095970266926e-05,3.01405633177802e-07,5.82132218916001e-07,1.27994666126788e-06,3.66518500112342e-06,2.3989842028642e-05
32.07,2.10277501994212e-05,0.000195240474466129,3.27865860256474e-05,4.55416021498213e-05,9.75766665293127e-05,2.07260676085185e-05,0.000194657656255985,3.15045466454697e-05,4.18666372415328e-05,7.33999281200815e-05,3.01682590902691e-07,5.82818210143967e-07,1.28203938017766e-06,3.67496490828851e-06,2.41767384092312e-05
32.08,2.10907195168253e-05,0.000191989595290475,3.27768339208382e-05,4.55760089735742e-05,9.78563657360278e-05,2.07887595819388e-05,0.000191406089853922,3.14926965233975e-05,4.18911977852952e-05,7.34905586754272e-05,3.01959934886489e-07,5.83505436553709e-07,1.28413739744067e-06,3.68481118827903e-06,2.43658070606005e-05
32.09,2.11541577606787e-05,0.000188821436033771,3.27672557702082e-05,4.56105659311405e-05,9.81390190322304e-05,2.08519200948229e-05,0.000188237242132608,3.1481015038745e-05,4.19158127153987e-05,7.35814905095788e-05,3.02237665855858e-07,5.8419390116376e-07,1.28624073146316e-06,3.6947532157418e-06,2.45575285226516e-05
32.1,2.12180699219669e-05,0.000185733424902581,3.27578504806138e-05,4.5645193560239e-05,9.84244107522843e-05,2.09155541374277e-05,0.000185148541295579,3.14695010798805e-05,4.19404820187287e-05,7.36727254559708e-05,3.02515784539188e-07,5.84883607002024e-07,1.28834940073327e-06,3.70471154151024e-06,2.47516852963135e-05
32.11,2.12824610584587e-05,0.000182723079679894,3.27486169694398e-05,4.56799461154433e-05,9.87127460523451e-05,2.09796667667921e-05,0.000182137505122789,3.14581535456183e-05,4.19652056827023e-05,7.3764265364808e-05,3.02794291666603e-07,5.85574557105817e-07,1.29046342382151e-06,3.71474043274105e-06,2.49484806875371e-05
32.12,2.13473362957775e-05,0.000179788004571523,3.27395541644849e-05,4.57147693251217e-05,9.90039082466779e-05,2.10442631078075e-05,0.000179201737817001,3.14469713451037e-05,4.1989983695266e-05,7.38561121032528e-05,3.03073187969963e-07,5.86266754521898e-07,1.29258281938121e-06,3.72478562985567e-06,2.51477961434251e-05
32.13,2.1412700828493e-05,0.000176925887140116,3.27306610038495e-05,4.5749651515827e-05,9.92978989168346e-05,2.11093483543101e-05,0.000176338926937809,3.14359533977005e-05,4.20148160448945e-05,7.39482675556145e-05,3.03352474182874e-07,5.86960202306511e-07,1.29470760614895e-06,3.73483547093258e-06,2.53496313612201e-05
32.14,2.14785599212329e-05,0.00017413449532794,3.27219364358244e-05,4.57846512048011e-05,9.95949742617885e-05,2.11749277701923e-05,0.000173546840424414,3.14250986328794e-05,4.20397027205878e-05,7.40407336235418e-05,3.03632151040687e-07,5.87654903525415e-07,1.29683780294504e-06,3.74494848421331e-06,2.55542406382467e-05
32.15,2.1544918909816e-05,0.000171411674568979,3.27133794187812e-05,4.58198063438965e-05,9.98950917489269e-05,2.12410066905355e-05,0.000170823323707725,3.14144059901072e-05,4.206464371187e-05,7.41335122262171e-05,3.0391221928051e-07,5.88350861253925e-07,1.29897342867398e-06,3.75516263202652e-06,2.57615795227098e-05
32.16,2.16117832024056e-05,0.000168755344990415,3.27049889210642e-05,4.5855008898913e-05,0.00010019807660848,2.13075905227644e-05,0.000168166296911838,3.14038744187393e-05,4.20896390087872e-05,7.42266053005541e-05,3.04192679641206e-07,5.89048078576945e-07,1.30111450232488e-06,3.7653698901258e-06,2.59714713079256e-05
32.17,2.16791582806864e-05,0.000166163498703103,3.26967639208833e-05,4.58902714662762e-05,0.000100504588762238,2.1374684747823e-05,0.000165573752144514,3.13935028779113e-05,4.21146886019056e-05,7.43200148013971e-05,3.04473532863404e-07,5.89746558589002e-07,1.30326104297198e-06,3.77558286437062e-06,2.61845739608407e-05
32.18,2.17470497010616e-05,0.000163634197180301,3.26887034062084e-05,4.59257035970279e-05,0.000100813882796485,2.14422949213721e-05,0.000163043750875907,3.13832903364334e-05,4.21397924823095e-05,7.4413742701724e-05,3.04754779689498e-07,5.9044630439429e-07,1.30541306977507e-06,3.78591111471839e-06,2.64001400947609e-05
32.19,2.18154630958747e-05,0.000161165568723606,3.26808063746659e-05,4.59611557437891e-05,0.000101126390601846,2.15104266750111e-05,0.000160574421404499,3.13732357726859e-05,4.21649506415998e-05,7.45077909928513e-05,3.0503642086366e-07,5.91147319106701e-07,1.30757060198e-06,3.79620510218926e-06,2.66185996089947e-05
32.2,2.18844041746531e-05,0.000158755806014774,3.2673071833435e-05,4.5996808835933e-05,0.000101442535484179,2.15790857175213e-05,0.000158163956408925,3.13633381745159e-05,4.21901630718919e-05,7.46021616846415e-05,3.05318457131838e-07,5.91849605849863e-07,1.30973365891912e-06,3.80664576404113e-06,2.68403737995378e-05
32.21,2.19538787253762e-05,0.00015640316375192,3.26654987991466e-05,4.60325143418805e-05,0.000101761860011171,2.16482778361345e-05,0.000155810610584163,3.13535965391348e-05,4.22154297658139e-05,7.46968568057146e-05,3.05600889241764e-07,5.92553167757182e-07,1.31190226001176e-06,3.81708457606662e-06,2.7065003205456e-05
32.22,2.20238926157674e-05,0.00015410595636838,3.26580862977831e-05,4.6068281961489e-05,0.000102084561653028,2.17180088978244e-05,0.000153512698360408,3.13440098730183e-05,4.22407507165051e-05,7.47918784036609e-05,3.05883717942961e-07,5.93258007971866e-07,1.31407642476476e-06,3.82753124498383e-06,2.72926832493675e-05
32.23,2.20944517946109e-05,0.000151862555832411,3.26508333645793e-05,4.61041726224429e-05,0.000102410910535322,2.17882848506242e-05,0.000151268591702764,3.13345771918064e-05,4.22661259176139e-05,7.48872285452576e-05,3.06166943986744e-07,5.9396412964698e-07,1.31625617277285e-06,3.83804670482896e-06,2.75236819900642e-05
32.24,2.21655622930944e-05,0.000149671389525782,3.26437390439246e-05,4.61401520000657e-05,0.000102740668301115,2.18591117249682e-05,0.000149076717989836,3.13252975202054e-05,4.22915553632964e-05,7.49829093166878e-05,3.06450568126229e-07,5.9467153594547e-07,1.31844152371926e-06,3.84859663676932e-06,2.77577589844272e-05
32.25,2.22372302261767e-05,0.000147530938199201,3.26368023892669e-05,4.61762582573608e-05,0.000103074096707439,2.19304956350603e-05,0.000146935557969161,3.13161698918908e-05,4.23170390482141e-05,7.50789228237629e-05,3.06734591116337e-07,5.95380230040208e-07,1.3206324973761e-06,3.85921920914674e-06,2.79951738836763e-05
32.26,2.23094617939824e-05,0.000145439734002514,3.26300224630167e-05,4.62125001376128e-05,0.000103411102253711,2.20024427802686e-05,0.0001448436437874,3.13071933494118e-05,4.23425769675329e-05,7.51752711921474e-05,3.07019013713796e-07,5.96090215114027e-07,1.32282911360492e-06,3.86992317007993e-06,2.82358310615639e-05
32.27,2.23822632832238e-05,0.000143396358587513,3.26233983364536e-05,4.62487693856286e-05,0.000103751774109613,2.20749594465466e-05,0.000142799557093153,3.12983669440964e-05,4.2368169116921e-05,7.52719565675874e-05,3.07303836677154e-07,5.96801494359757e-07,1.32503139235717e-06,3.8806002687076e-06,2.84798175420253e-05
32.28,2.24556410686495e-05,0.000141399441281191,3.26169290896329e-05,4.62851171601796e-05,0.000104096445915955,2.21480520078828e-05,0.000140801927210211,3.12896897359582e-05,4.23938154925472e-05,7.53689811161414e-05,3.07589060766776e-07,5.9751407098027e-07,1.32723935367474e-06,3.89130166763248e-06,2.87274647998132e-05
32.29,2.25296016145226e-05,0.000139447657327286,3.26106138112944e-05,4.63216519049198e-05,0.000104444875946049,2.22217269277777e-05,0.000138849429379098,3.1281160793604e-05,4.24195160910793e-05,7.54663470244151e-05,3.07874686744854e-07,5.98227948188515e-07,1.3294530176904e-06,3.90213581384045e-06,2.89785289216339e-05
32.3,2.26041514761264e-05,0.000137539726193908,3.26044515987715e-05,4.6358259431284e-05,0.000104797107711619,2.2295990760751e-05,0.0001369407830647,3.12727791941431e-05,4.24452709096828e-05,7.55640564997987e-05,3.0816071537541e-07,5.98943129207551e-07,1.33167240462834e-06,3.91298852160126e-06,2.92330512118208e-05
32.31,2.26792973013006e-05,0.000135674409945108,3.25984415579016e-05,4.63949803264328e-05,0.000105153756749007,2.23708501538763e-05,0.000135074750327838,3.12645440230968e-05,4.24710799460186e-05,7.56621117707075e-05,3.08447147424307e-07,5.99659617270594e-07,1.33389753480472e-06,3.92390038041426e-06,2.94916449782992e-05
32.32,2.27550458320073e-05,0.000133850511674234,3.25925828029381e-05,4.643174663584e-05,0.000105514312433189,2.2446311848348e-05,0.000133250134258613,3.125645437431e-05,4.24969431982419e-05,7.57605150868259e-05,3.08733983659242e-07,6.00377415621054e-07,1.33612842862809e-06,3.93480343759812e-06,2.97537973463636e-05
32.33,2.28314039059276e-05,0.000132066873996955,3.2586874456463e-05,4.64686379199665e-05,0.000105878697825028,2.25223826810778e-05,0.000131465777469442,3.1248509349863e-05,4.25228606650005e-05,7.58592687193549e-05,3.09021224849767e-07,6.0109652751257e-07,1.33836510659997e-06,3.94577725496592e-06,3.00194291056727e-05
32.34,2.29083784580904e-05,0.000130322377601869,3.25813156493008e-05,4.65056465436599e-05,0.000106247924938254,2.25990695863231e-05,0.00012972056064566,3.12407080599854e-05,4.25488323454333e-05,7.59583749612628e-05,3.09308871767282e-07,6.01816956209055e-07,1.34060758931537e-06,3.95681419822656e-06,3.02895499769912e-05
32.35,2.29859765225327e-05,0.000128615939856657,3.25759055204334e-05,4.65427673425162e-05,0.000106620929196544,2.26763795973477e-05,0.000128013401151673,3.12330496229702e-05,4.25748582391685e-05,7.6057836127539e-05,3.09596925185045e-07,6.02538704984731e-07,1.34285589746326e-06,3.96790910334771e-06,3.05630930690051e-05
32.36,2.30642052339936e-05,0.000126946513467768,3.25706432169161e-05,4.65800020621382e-05,0.000106998729733839,2.27543198481154e-05,0.000126343251690644,3.12255331650889e-05,4.26009383463222e-05,7.61576545554518e-05,3.09885385878182e-07,6.03261777124172e-07,1.34511005182717e-06,3.97906371581602e-06,3.08410751783874e-05
32.37,2.31430718296412e-05,0.000125313085191685,3.25655278937943e-05,4.66172909838305e-05,0.000107380924834586,2.28328975750175e-05,0.000124709099015763,3.12181578205087e-05,4.26270726674969e-05,7.62578326048093e-05,3.10174254623681e-07,6.03986175922339e-07,1.34737007328566e-06,3.99021831633358e-06,3.11230922297767e-05
32.38,2.32225836508348e-05,0.000123714674595869,3.25605587140224e-05,4.66546923473821e-05,0.00010776772465226,2.29121201186344e-05,0.000123109962691185,3.12109227312095e-05,4.26532612037801e-05,7.63583726582244e-05,3.1046353220041e-07,6.0471190468463e-07,1.34963598281285e-06,4.00143114360196e-06,3.14093519940361e-05
32.39,2.33027481449222e-05,0.000122150332867514,3.25557348483816e-05,4.66922125364641e-05,0.000108159140935965,2.2991994925533e-05,0.000121544893900788,3.12038270469026e-05,4.26795039567426e-05,7.64592771213826e-05,3.10753219389114e-07,6.05438966726907e-07,1.35190780147901e-06,4.01270857972155e-06,3.16998638145829e-05
32.4,2.33835728670721e-05,0.000120619141668317,3.25510554754013e-05,4.67298851462476e-05,0.000108555529940042,2.30725295500997e-05,0.000120012974302942,3.11968699249502e-05,4.2705800928437e-05,7.65605484233143e-05,3.11043316972426e-07,6.06167365375546e-07,1.35418555045106e-06,4.02408421781065e-06,3.19949815167274e-05
32.41,2.34650654821454e-05,0.000119120212033504,3.25465197812789e-05,4.67675822149272e-05,0.000108956475676727,2.31537316564105e-05,0.000118513314929536,3.11900505302858e-05,4.27321521213966e-05,7.66621890166709e-05,3.11333825734866e-07,6.06897103967474e-07,1.35646925099311e-06,4.03543009353066e-06,3.22942866600559e-05
32.42,2.3547233766602e-05,0.000117652683313424,3.25421269598029e-05,4.68054040464962e-05,0.000109362736363824,2.32356090201391e-05,0.000117045055127574,3.11833680353359e-05,4.27585575386334e-05,7.67642013780034e-05,3.11624746462853e-07,6.07628185850212e-07,1.35875892446702e-06,4.04684650786276e-06,3.25985349858203e-05
32.43,2.36300856104479e-05,0.000116215722156062,3.25378762122749e-05,4.6843359478137e-05,0.000109773863342172,2.33181695305032e-05,0.00011560736154168,3.11768216199419e-05,4.27850171836373e-05,7.68665880080467e-05,3.11916079944708e-07,6.08360614381911e-07,1.36105459233296e-06,4.05834229449961e-06,3.2907275334125e-05
32.44,2.37136290192211e-05,0.000114808521528873,3.25337667474342e-05,4.68813635053018e-05,0.000110189962780342,2.34014211922504e-05,0.000114199427135942,3.11704104712843e-05,4.28115310603743e-05,7.69693514320065e-05,3.12207826970659e-07,6.09094392931402e-07,1.36335627614993e-06,4.06983244492753e-06,3.32206113483359e-05
32.45,2.3797872116018e-05,0.000113430299778426,3.25297977813825e-05,4.69195703902261e-05,0.000110611787319786,2.34853721276851e-05,0.000112820470253548,3.11641337838061e-05,4.28380991732849e-05,7.70724941998507e-05,3.12499988332847e-07,6.09829524878226e-07,1.36566399757635e-06,4.08147121694117e-06,3.35392931199349e-05
32.46,2.38828231435611e-05,0.000112080299726339,3.25259685375092e-05,4.695782427145e-05,0.000111038650120663,2.35700305787358e-05,0.000111469733712726,3.11579907591386e-05,4.28647215272834e-05,7.71760188866049e-05,3.12792564825332e-07,6.10566013612685e-07,1.36797777837061e-06,4.09310274416661e-06,3.38626312340581e-05
32.47,2.39684904663095e-05,0.000110757787800112,3.25222782464188e-05,4.69961677414046e-05,0.000111471197146686,2.36554049090654e-05,0.000110146483937576,3.11519806060272e-05,4.28913981277559e-05,7.72799280926519e-05,3.13085557244099e-07,6.11303862535881e-07,1.37029764039165e-06,4.10476961364878e-06,3.41912690540337e-05
32.48,2.40548825726119e-05,0.000109462053197445,3.25187261458579e-05,4.7034636417484e-05,0.000111909281745129,2.37415036062248e-05,0.000108850010122385,3.11461025402584e-05,4.29181289805592e-05,7.73842244440349e-05,3.13378966387061e-07,6.12043075059753e-07,1.37262360559948e-06,4.11650743692484e-06,3.45250573010938e-05
32.49,2.41420080769046e-05,0.000108192407082739,3.25153114806437e-05,4.70732037506874e-05,0.000112352971366622,2.38283352838505e-05,0.000107579623428131,3.11403557845879e-05,4.29449140920195e-05,7.74889105927662e-05,3.13672793054069e-07,6.12783654607127e-07,1.37495569605582e-06,4.12828965866783e-06,3.4864060773856e-05
32.5,2.42298757219548e-05,0.00010694818181448,3.25120335025937e-05,4.71119349187634e-05,0.000112802631666495,2.39159086839079e-05,0.000106334656209868,3.11347395686691e-05,4.29717534689312e-05,7.75939892171388e-05,3.13967038046916e-07,6.13525604611754e-07,1.37729393392463e-06,4.14018144983218e-06,3.52086424493559e-05
32.51,2.43184943811499e-05,0.000105728730202286,3.25088914704554e-05,4.71507240926702e-05,0.000113258410404914,2.40042326789806e-05,0.000105114461273768,3.11292531289827e-05,4.29986471185551e-05,7.76994630220433e-05,3.14261702169339e-07,6.14268928518352e-07,1.37963834147272e-06,4.15207697411504e-06,3.55589473828706e-05
32.52,2.4407873060835e-05,0.000104533424792431,3.25058846498375e-05,4.71895769133887e-05,0.000113719862443697,2.4093316274608e-05,0.000103918411162648,3.11238957087672e-05,4.30255950486177e-05,7.78053347392891e-05,3.14556786227031e-07,6.15013629782648e-07,1.38198894107029e-06,4.16398186477098e-06,3.59145277044077e-05
32.53,2.44980209026983e-05,0.000103361657180695,3.2503012313142e-05,4.72285692277696e-05,0.000114188048950203,2.41831686116707e-05,0.000102745897468823,3.11186665579504e-05,4.30525972673096e-05,7.79116071279294e-05,3.14852291027642e-07,6.15759711871427e-07,1.38434575519157e-06,4.17597196045991e-06,3.62764418222737e-05
32.54,2.45889471862069e-05,0.000102212837351462,3.25002737394963e-05,4.72677240556948e-05,0.000114662143557777,2.42737989688262e-05,0.0001015963301732,3.11135649330809e-05,4.30796537832844e-05,7.8018282974592e-05,3.15148217380787e-07,6.16507178262567e-07,1.38670880641539e-06,4.18807027241038e-06,3.66438605831852e-05
32.55,2.46806613310935e-05,0.000101086393042006,3.24976682146871e-05,4.73069844654389e-05,0.000115142759272141,2.43652167649954e-05,0.000100469137009561,3.11085900972613e-05,4.31067646056571e-05,7.81253650938139e-05,3.15444566098052e-07,6.17256032445089e-07,1.38907811742578e-06,4.20021985978184e-06,3.70173941783271e-05
32.56,2.47731728998948e-05,9.99817691309415e-05,3.24951950310948e-05,4.73463037589311e-05,0.000115630317894827,2.44574315619018e-05,9.93637628530223e-05,3.11037413200822e-05,4.31339297440035e-05,7.82328563283809e-05,3.15741337992997e-07,6.18006277919194e-07,1.39145371101255e-06,4.21237401492758e-06,3.73974615664462e-05
32.57,2.48664916005443e-05,9.88984270498949e-05,3.24928534876281e-05,4.73857325826419e-05,0.000116124444965782,2.45504530666631e-05,9.82796691316986e-05,3.10990178775562e-05,4.31611492083584e-05,7.83407595496719e-05,3.16038533881165e-07,6.18757918196314e-07,1.39383561007192e-06,4.22458337428348e-06,3.77836854161104e-05
32.58,2.49606272890191e-05,9.78358442174372e-05,3.24906428896603e-05,4.7425276490875e-05,0.000116625486320747,2.4644291134439e-05,9.72163332606381e-05,3.10944190520532e-05,4.31884230092148e-05,7.84490776580083e-05,3.16336154580089e-07,6.19510956799149e-07,1.39622383760713e-06,4.23685348166021e-06,3.81764086627386e-05
32.59,2.50555899720427e-05,9.6793513494401e-05,3.24885625489657e-05,4.74649695570495e-05,0.000117133711525533,2.47389557711335e-05,9.61732480971393e-05,3.10899441322366e-05,4.32157511575223e-05,7.85578135830083e-05,3.16634200909291e-07,6.20265397261715e-07,1.39861841672904e-06,4.24921839952724e-06,3.85758979425243e-05
32.6,2.51513898098462e-05,9.57709426597163e-05,3.24866117836569e-05,4.75047761176439e-05,0.000117649062818113,2.48344571361559e-05,9.51499214165869e-05,3.10855924130001e-05,4.32431336646865e-05,7.8666970283946e-05,3.16932673690296e-07,6.21021243129387e-07,1.40101937065673e-06,4.26164245295748e-06,3.89820925341667e-05
